Depth_cm,Rainfall_mm,Temperature_C,Slope_pct,Land_Use,Parent_Material,Clay_pct,Sand_pct,Silt_pct,Organic_Matter_pct,pH,Nitrogen_mgkg,Phosphorus_mgkg,Potassium_mgkg,Moisture_pct,CEC_cmolkg,Fertility_Score,Fertility_Class
99.0,578.8,11.4,0.67,Forest,Loess,32.05,49.52,18.43,4.48,5.95,348.1,21.0,168.8,13.65,23.56,29.7,Low
122.6,311.5,14.5,1.71,Grassland,Loess,27.84,51.49,20.67,2.44,5.77,232.8,10.6,135.4,6.29,19.74,36.0,Low
83.3,1183.6,13.0,1.36,Cropland,Alluvium,34.77,54.71,10.51,5.47,4.57,455.2,15.3,181.7,20.54,28.32,44.6,Medium
79.4,608.3,14.4,1.2,Cropland,Loess,23.23,61.52,15.26,3.92,6.37,368.9,22.8,126.4,4.45,18.92,40.9,Medium
36.3,893.8,14.8,2.65,Forest,Residuum,19.83,56.73,23.44,6.66,5.6,619.4,31.2,108.1,6.79,21.81,58.5,Medium
14.0,657.5,14.7,6.09,Grassland,Glacial Till,17.83,50.67,31.5,5.17,5.71,488.0,12.0,106.8,6.36,15.17,38.7,Low
134.6,499.5,23.0,1.23,Cropland,Alluvium,33.09,50.55,16.35,3.15,6.19,251.6,34.8,136.9,11.27,22.01,43.1,Medium
135.1,1085.4,11.4,2.28,Cropland,Loess,48.99,46.8,4.21,4.27,4.14,316.7,20.4,161.2,22.68,32.08,26.3,Low
95.0,1139.8,19.3,2.48,Grassland,Residuum,37.62,60.14,2.24,3.77,4.94,232.3,22.4,189.2,8.22,21.69,28.4,Low
50.9,805.9,25.3,18.74,Grassland,Glacial Till,20.61,51.48,27.92,4.66,6.02,434.8,21.7,119.7,16.01,16.59,41.9,Medium
52.4,302.2,14.9,15.47,Wetland,Residuum,14.53,59.45,26.02,7.47,5.73,683.5,27.1,105.5,5.11,22.72,55.5,Medium
108.9,813.4,13.7,8.05,Cropland,Glacial Till,37.64,46.96,15.4,3.92,5.16,332.1,18.2,158.4,11.16,25.85,41.4,Medium
134.6,1048.0,16.6,1.38,Cropland,Glacial Till,46.75,51.28,1.97,3.51,4.29,412.8,25.0,242.6,19.51,26.43,32.1,Low
133.1,580.3,25.1,0.35,Wetland,Alluvium,40.13,47.72,12.15,5.27,6.52,449.2,24.4,127.9,17.15,27.98,61.2,High
117.0,995.8,19.2,1.91,Cropland,Glacial Till,42.6,41.13,16.27,4.58,4.95,519.7,26.3,139.5,21.26,25.1,43.0,Medium
96.3,946.2,14.8,1.55,Forest,Glacial Till,35.3,53.94,10.76,4.54,5.5,529.0,17.7,110.0,19.02,28.18,55.4,Medium
12.6,1094.8,20.9,3.53,Forest,Alluvium,24.34,54.18,21.47,8.28,5.26,669.4,29.0,120.2,11.1,25.74,56.9,Medium
24.2,979.9,11.4,7.52,Grassland,Residuum,20.14,51.58,28.28,6.26,5.89,600.1,18.6,119.8,12.45,23.29,48.0,Medium
134.8,706.7,22.1,9.77,Cropland,Residuum,37.33,44.11,18.56,3.15,5.46,274.9,28.3,135.2,12.4,23.34,25.4,Low
91.0,1249.1,20.5,9.32,Grassland,Alluvium,35.0,61.15,3.84,5.38,4.46,336.2,13.9,131.6,22.77,29.62,33.4,Low
1.4,910.4,16.2,2.23,Cropland,Alluvium,16.56,63.2,20.24,6.72,5.32,551.6,22.1,110.1,12.52,19.98,57.5,Medium
15.2,943.2,13.0,5.81,Forest,Alluvium,17.27,61.15,21.58,6.97,5.83,708.5,23.7,95.9,19.91,22.53,70.5,High
99.5,716.7,12.7,1.88,Cropland,Alluvium,35.73,48.85,15.42,4.21,5.44,521.1,17.6,152.7,12.87,21.52,27.2,Low
0.8,839.2,21.2,0.31,Forest,Residuum,23.34,58.92,17.74,8.91,4.86,900.7,33.5,152.6,9.58,25.34,75.8,High
24.1,728.8,25.4,6.05,Cropland,Alluvium,23.66,58.67,17.67,4.75,4.74,470.7,17.5,136.1,10.32,21.81,14.8,Low
82.3,906.8,14.2,0.05,Cropland,Glacial Till,28.65,55.99,15.35,6.54,4.83,620.3,34.6,154.9,17.96,23.06,58.5,Medium
103.8,1377.9,20.8,2.63,Cropland,Loess,47.45,44.59,7.96,5.12,5.27,587.7,15.2,199.2,22.53,31.66,60.7,High
97.8,607.0,5.5,2.0,Grassland,Alluvium,30.92,58.21,10.88,4.58,5.53,563.8,22.7,142.0,11.28,25.55,48.1,Medium
33.6,546.6,14.5,5.91,Grassland,Loess,20.95,58.62,20.43,4.8,5.78,421.1,16.0,109.3,8.73,21.01,39.6,Low
106.8,1317.8,17.8,7.27,Grassland,Loess,36.87,43.85,19.27,4.64,4.57,320.4,22.8,128.8,21.36,25.0,30.1,Low
35.6,897.7,12.5,1.81,Forest,Glacial Till,25.11,52.51,22.37,6.8,5.5,520.3,25.1,115.7,11.66,22.41,46.1,Medium
48.8,782.7,12.4,8.35,Forest,Alluvium,24.51,44.64,30.84,5.81,5.31,631.6,21.8,109.6,13.13,24.26,53.4,Medium
112.0,1210.0,14.0,1.74,Cropland,Alluvium,35.98,62.03,1.99,4.89,4.65,462.1,29.6,164.8,16.73,29.15,41.7,Medium
97.4,798.6,19.8,2.96,Wetland,Glacial Till,36.52,55.09,8.39,6.55,6.28,632.8,21.1,158.8,14.27,28.86,72.1,High
127.4,1406.5,16.9,6.49,Grassland,Glacial Till,50.92,37.01,12.07,6.43,5.46,503.8,29.2,199.1,28.51,34.82,61.1,High
98.6,1119.5,4.6,5.9,Grassland,Loess,36.42,48.28,15.3,4.66,4.42,397.3,13.1,118.1,23.79,25.12,23.3,Low
85.2,828.0,5.3,21.86,Cropland,Loess,31.07,49.09,19.84,5.4,5.82,494.9,24.3,172.2,11.99,26.46,43.7,Medium
14.1,1489.3,14.4,1.28,Cropland,Alluvium,27.2,64.3,8.51,8.25,3.98,796.3,15.2,121.5,16.97,32.02,46.8,Medium
55.2,798.6,20.7,5.43,Cropland,Residuum,29.01,45.53,25.46,4.53,5.28,406.6,15.4,103.1,11.9,20.09,40.5,Medium
39.8,1135.5,2.0,4.7,Forest,Alluvium,18.27,60.64,21.09,8.55,5.05,749.6,26.8,102.0,14.11,23.17,59.9,Medium
36.6,1024.8,15.0,12.33,Forest,Alluvium,32.24,51.61,16.14,7.02,4.96,619.4,39.1,203.6,14.7,33.92,68.6,High
146.0,1275.4,14.8,0.85,Wetland,Glacial Till,54.27,43.77,1.96,4.81,5.0,529.9,21.5,176.9,24.68,34.18,61.2,High
59.0,1340.4,26.3,6.97,Forest,Alluvium,31.12,52.26,16.62,7.48,4.93,725.4,38.6,131.6,22.48,30.22,62.6,High
133.8,958.0,15.7,4.2,Forest,Residuum,34.22,40.63,25.15,3.85,5.31,402.4,21.3,136.3,10.07,22.1,30.9,Low
94.7,761.6,20.3,1.61,Forest,Glacial Till,34.77,49.37,15.86,4.31,5.33,355.2,17.3,139.2,15.95,25.67,35.0,Low
119.2,1065.0,18.8,3.22,Wetland,Alluvium,35.34,44.73,19.93,7.45,4.69,530.1,37.1,129.4,16.92,33.46,57.6,Medium
75.4,780.6,5.2,2.03,Cropland,Glacial Till,32.01,52.87,15.12,5.19,4.91,461.7,24.7,141.8,15.02,25.9,53.4,Medium
86.5,1453.3,22.6,4.33,Grassland,Glacial Till,41.15,55.97,2.88,6.57,4.19,572.5,17.1,187.3,18.85,35.8,61.2,High
73.9,984.1,19.3,10.99,Wetland,Residuum,25.5,45.54,28.96,8.82,6.1,858.6,33.8,137.2,19.19,29.34,88.0,High
29.3,858.7,21.0,4.21,Cropland,Alluvium,26.59,50.58,22.84,5.63,4.92,731.7,19.6,99.1,16.53,23.25,58.2,Medium
108.4,996.2,32.0,4.99,Cropland,Residuum,40.93,44.17,14.9,4.64,4.51,482.3,3.5,148.4,20.41,28.62,33.0,Low
42.1,613.2,5.5,3.66,Forest,Residuum,25.56,53.65,20.79,6.15,5.84,748.3,32.2,111.7,13.07,25.35,66.3,High
3.6,707.1,28.3,0.26,Forest,Residuum,17.09,65.04,17.87,8.78,5.48,867.8,37.5,112.1,6.15,26.57,75.4,High
96.8,1250.1,16.3,1.33,Grassland,Alluvium,34.3,50.09,15.6,4.87,4.63,425.3,34.7,176.0,17.3,23.1,31.6,Low
26.6,785.8,19.7,3.39,Grassland,Glacial Till,24.94,58.78,16.28,6.94,6.33,680.1,30.5,121.5,13.79,26.42,76.4,High
141.1,688.3,17.7,1.86,Cropland,Alluvium,39.92,44.29,15.79,3.82,5.84,469.3,18.6,151.3,13.12,25.23,47.1,Medium
143.1,1084.2,15.5,1.0,Cropland,Loess,40.86,48.91,10.24,4.23,5.01,511.2,26.3,200.7,23.2,26.1,45.2,Medium
137.2,1246.4,14.6,3.51,Cropland,Alluvium,51.84,46.16,2.01,3.94,4.52,340.0,24.9,201.9,21.9,31.67,36.2,Low
55.5,1129.7,20.0,1.95,Forest,Residuum,39.27,44.01,16.72,6.75,4.65,656.6,36.6,170.9,21.27,29.92,50.6,Medium
2.3,1199.0,8.9,1.49,Forest,Glacial Till,22.12,62.52,15.36,7.06,5.44,585.1,25.2,168.2,20.89,22.51,50.8,Medium
139.2,760.8,22.5,3.12,Forest,Alluvium,49.74,42.96,7.3,4.12,5.3,440.9,18.7,187.9,16.0,25.8,43.5,Medium
64.2,594.5,15.5,0.72,Forest,Alluvium,26.81,61.53,11.66,6.04,4.81,667.3,16.8,78.4,9.75,28.25,45.2,Medium
145.0,1325.3,11.2,13.14,Grassland,Loess,43.88,44.66,11.46,4.68,4.89,447.3,24.5,184.4,25.62,30.69,43.1,Medium
144.5,869.3,15.3,10.11,Forest,Loess,38.39,51.17,10.44,1.93,4.83,143.7,2.8,107.6,18.78,21.1,6.3,Low
128.0,887.3,25.5,6.15,Forest,Loess,46.08,44.42,9.51,3.34,6.66,339.1,26.9,177.7,17.52,26.42,41.0,Medium
44.2,1282.0,14.8,0.56,Cropland,Residuum,28.02,54.01,17.97,6.27,4.19,620.7,26.4,88.2,16.21,20.02,34.1,Low
57.8,1089.1,20.2,7.48,Grassland,Alluvium,31.79,54.07,14.14,6.16,4.89,590.2,27.5,127.5,15.8,25.79,40.1,Medium
127.7,1064.0,13.6,8.25,Forest,Glacial Till,38.62,51.98,9.4,5.42,5.33,525.9,23.5,144.0,22.14,30.2,50.3,Medium
47.5,1491.3,22.5,7.3,Forest,Glacial Till,30.06,45.97,23.97,7.56,4.42,707.4,36.7,118.2,20.59,31.28,64.7,High
25.4,789.1,22.1,0.6,Cropland,Residuum,25.95,64.33,9.72,6.57,5.27,683.6,31.3,118.2,11.15,26.75,49.3,Medium
83.5,1182.0,29.1,5.16,Grassland,Glacial Till,33.89,40.2,25.91,4.29,5.24,451.8,15.3,166.8,18.61,24.58,39.1,Low
140.4,964.3,16.9,8.99,Cropland,Residuum,40.08,43.85,16.07,4.23,5.92,342.7,16.7,136.7,20.4,29.52,43.7,Medium
104.4,1017.1,22.0,4.31,Grassland,Residuum,42.02,46.32,11.66,4.92,5.46,407.1,14.7,173.5,19.25,28.59,37.8,Low
85.5,1332.1,18.6,5.2,Wetland,Alluvium,43.95,48.3,7.75,8.59,5.34,800.3,32.5,145.4,18.98,39.98,90.1,High
14.6,1077.0,25.8,3.07,Grassland,Residuum,25.05,65.68,9.27,6.61,4.46,672.4,14.8,120.3,10.52,24.39,44.5,Medium
92.3,1084.6,13.7,3.76,Cropland,Residuum,33.68,40.32,25.99,6.78,5.13,653.0,33.1,152.4,12.86,27.63,59.9,Medium
148.5,1218.1,22.5,0.17,Cropland,Alluvium,47.25,40.97,11.79,4.22,4.85,362.2,29.9,145.4,20.05,28.11,35.9,Low
21.0,858.8,16.8,5.09,Forest,Residuum,20.62,45.9,33.48,6.54,5.49,637.4,17.7,82.4,15.8,20.89,39.4,Low
77.7,740.2,17.6,0.42,Wetland,Loess,32.01,52.58,15.4,7.53,6.48,695.6,27.0,154.0,17.25,31.54,83.0,High
131.6,688.8,18.6,2.85,Cropland,Loess,35.0,52.38,12.62,3.95,5.76,427.8,20.8,171.0,15.39,22.56,35.8,Low
111.1,458.4,19.5,1.73,Forest,Loess,35.79,59.86,4.35,3.69,6.01,370.3,27.7,142.3,11.71,21.78,39.0,Low
104.6,1464.1,17.3,3.94,Grassland,Glacial Till,43.35,46.88,9.77,6.49,4.87,598.0,36.3,153.7,23.03,34.57,64.0,High
105.4,674.2,19.3,0.72,Forest,Alluvium,27.94,60.89,11.16,5.05,4.7,493.5,7.0,132.9,12.96,23.83,43.7,Medium
53.9,894.7,27.5,5.88,Cropland,Residuum,22.67,61.04,16.3,3.47,5.14,408.4,16.0,116.5,12.73,19.41,21.6,Low
44.0,880.8,23.9,7.92,Cropland,Loess,21.71,55.45,22.84,5.94,5.51,530.5,21.6,122.7,17.81,23.28,45.9,Medium
121.4,1026.9,23.2,0.89,Cropland,Residuum,41.57,38.68,19.75,3.77,4.6,381.9,6.8,93.9,19.65,25.11,32.3,Low
121.5,1153.9,15.3,0.55,Grassland,Residuum,51.08,43.55,5.36,5.09,5.4,479.2,18.1,153.3,26.23,33.83,52.9,Medium
130.1,1165.1,12.7,0.79,Forest,Alluvium,46.07,35.71,18.22,6.13,4.32,607.7,25.1,149.4,25.21,33.85,55.6,Medium
137.0,804.2,23.7,10.48,Cropland,Glacial Till,35.28,58.37,6.35,3.39,5.53,282.8,16.9,146.5,15.84,21.16,22.4,Low
76.7,908.2,23.3,3.76,Cropland,Residuum,32.27,51.28,16.45,6.3,5.38,605.2,11.8,145.1,9.17,25.55,49.6,Medium
75.2,1020.6,26.8,3.15,Grassland,Glacial Till,31.28,59.97,8.75,4.94,5.95,536.2,45.8,152.1,17.63,23.1,55.8,Medium
119.7,887.8,14.4,0.56,Grassland,Residuum,41.31,44.4,14.29,4.71,5.26,390.9,23.1,164.4,17.27,32.55,39.8,Low
97.5,1351.8,16.6,5.24,Cropland,Loess,42.26,48.37,9.37,6.25,5.34,513.5,24.8,129.8,20.54,31.31,43.4,Medium
105.3,1072.7,8.2,10.12,Cropland,Glacial Till,41.12,48.64,10.24,5.11,5.54,407.8,13.5,194.3,14.38,31.7,44.8,Medium
119.4,1133.7,15.6,8.81,Forest,Loess,39.91,47.78,12.31,6.08,5.26,507.4,25.6,188.7,19.34,29.79,62.9,High
133.5,1115.7,24.0,4.92,Wetland,Residuum,50.25,39.76,9.98,5.96,4.38,601.8,20.2,148.0,22.34,36.91,52.1,Medium
50.7,1243.4,15.2,0.39,Cropland,Residuum,35.54,52.81,11.65,6.27,4.02,511.6,6.2,155.9,15.0,30.97,47.7,Medium
56.3,995.3,21.8,0.6,Grassland,Glacial Till,27.05,49.57,23.39,4.66,5.36,424.7,12.5,111.6,10.97,23.86,37.4,Low
14.1,625.8,16.9,0.25,Forest,Residuum,26.8,48.0,25.2,7.22,5.39,722.8,32.1,133.3,13.34,27.99,61.2,High
86.7,1049.9,19.9,1.49,Forest,Residuum,37.0,57.11,5.89,6.19,5.48,613.4,39.7,177.0,19.21,32.41,73.6,High
5.4,787.2,11.1,0.73,Cropland,Alluvium,14.82,66.21,18.97,7.94,5.79,731.0,30.8,157.8,9.18,24.1,71.8,High
69.8,817.8,18.5,1.51,Grassland,Glacial Till,36.47,50.34,13.19,5.78,5.48,560.8,32.2,167.7,18.65,31.98,65.5,High
81.4,1096.6,2.0,2.43,Cropland,Alluvium,42.65,55.38,1.97,5.85,4.38,562.2,20.0,170.0,18.08,28.24,38.8,Low
43.0,1259.6,16.9,14.32,Wetland,Loess,25.71,54.25,20.04,8.33,5.27,777.6,26.8,120.5,16.92,29.75,76.3,High
88.6,955.3,8.2,4.71,Cropland,Residuum,31.75,60.47,7.78,5.71,4.66,530.0,30.3,143.0,11.45,26.85,53.0,Medium
4.6,1027.2,25.2,9.01,Cropland,Residuum,17.31,61.53,21.16,7.82,4.68,877.0,38.7,143.8,7.48,22.34,69.0,High
5.6,1375.6,22.7,6.2,Forest,Loess,26.21,49.44,24.36,9.11,4.35,913.9,37.5,130.2,24.62,32.08,70.2,High
123.4,1010.2,20.8,0.6,Grassland,Alluvium,45.27,52.81,1.92,4.97,5.02,621.1,12.4,144.9,21.72,27.83,46.4,Medium
54.0,1600.4,27.1,6.66,Forest,Residuum,36.88,55.66,7.46,7.4,4.78,672.8,24.3,111.7,18.12,30.82,61.9,High
19.1,1091.4,12.3,1.61,Grassland,Loess,24.37,55.87,19.76,6.84,5.26,644.8,27.1,136.7,15.39,21.33,56.6,Medium
78.3,509.8,28.5,5.1,Wetland,Glacial Till,32.43,56.53,11.04,5.83,5.81,474.1,22.0,146.3,10.16,29.96,57.6,Medium
115.5,1138.3,23.6,2.08,Wetland,Alluvium,40.47,45.32,14.21,6.9,4.13,607.0,25.8,143.2,19.05,32.24,57.5,Medium
32.4,1045.3,16.6,30.31,Cropland,Glacial Till,19.88,64.04,16.08,6.56,5.51,736.9,31.4,139.2,11.2,27.05,60.8,High
93.4,1272.4,24.8,1.53,Grassland,Loess,38.4,34.53,27.07,5.38,4.6,480.0,28.9,142.0,23.6,30.19,37.3,Low
12.8,1118.3,11.4,1.64,Grassland,Glacial Till,24.88,50.2,24.92,7.36,5.18,814.2,39.1,122.4,18.59,27.54,69.2,High
7.8,915.4,13.1,13.34,Forest,Residuum,15.26,67.49,17.26,7.81,5.05,667.2,23.5,104.9,10.98,22.09,53.4,Medium
79.7,643.9,14.3,0.12,Cropland,Residuum,29.81,52.11,18.08,4.1,6.05,326.3,10.6,123.0,11.63,19.93,38.6,Low
81.1,897.7,14.8,5.96,Forest,Glacial Till,29.77,54.87,15.36,6.73,5.37,618.7,27.7,141.5,13.63,28.57,52.9,Medium
95.6,737.4,11.7,6.46,Cropland,Glacial Till,37.18,41.47,21.35,4.68,5.66,440.7,36.8,177.6,18.66,26.41,57.0,Medium
108.9,804.9,25.3,9.05,Forest,Residuum,31.16,63.95,4.89,4.53,5.64,486.1,17.6,106.8,13.46,20.87,48.3,Medium
146.4,1097.1,16.4,18.33,Forest,Alluvium,38.14,56.17,5.7,4.08,6.01,414.6,26.9,162.2,17.63,22.69,44.9,Medium
77.4,1367.5,20.1,18.57,Cropland,Residuum,40.34,46.61,13.05,4.93,4.99,443.2,26.4,160.4,21.84,26.58,43.1,Medium
48.4,1048.7,14.6,0.34,Cropland,Residuum,33.1,49.37,17.53,7.35,4.98,690.2,26.7,147.7,18.07,33.97,60.0,Medium
119.3,651.0,7.1,8.63,Cropland,Alluvium,24.72,62.58,12.7,4.48,5.63,406.5,21.4,142.9,8.17,24.96,38.4,Low
40.6,1061.2,19.6,5.2,Forest,Alluvium,23.97,68.71,7.32,5.82,4.75,498.3,14.6,122.7,15.08,23.42,36.4,Low
65.8,1249.2,6.5,5.21,Cropland,Glacial Till,25.77,61.55,12.68,7.2,4.45,630.9,5.6,139.5,12.67,27.02,56.2,Medium
11.8,797.6,17.6,0.69,Forest,Alluvium,15.65,74.43,9.93,8.14,5.13,834.5,18.0,124.5,6.39,23.45,64.1,High
3.8,916.5,9.8,5.25,Cropland,Loess,5.29,61.56,33.15,7.45,5.14,597.7,22.6,70.2,10.72,16.15,38.3,Low
144.4,953.7,29.9,20.22,Cropland,Alluvium,37.81,44.29,17.9,4.38,5.5,513.0,29.7,157.2,14.3,28.96,51.6,Medium
125.4,753.8,23.5,12.14,Cropland,Residuum,30.8,45.93,23.27,3.61,4.93,322.1,17.5,126.9,9.47,25.18,33.1,Low
104.4,1112.1,18.6,2.89,Grassland,Alluvium,39.36,51.0,9.64,3.74,5.6,308.5,15.8,148.9,18.75,23.77,33.0,Low
61.3,919.8,25.6,0.2,Cropland,Alluvium,23.51,58.12,18.37,5.57,5.6,574.0,16.1,112.0,7.62,22.12,56.3,Medium
26.0,1054.9,12.9,2.25,Grassland,Loess,24.88,55.4,19.71,7.14,5.33,767.3,30.8,137.2,10.82,25.29,70.0,High
23.5,728.1,21.3,8.75,Cropland,Glacial Till,16.24,65.92,17.84,5.54,5.71,593.0,34.2,106.1,10.59,18.09,44.2,Medium
37.5,840.6,19.2,6.04,Cropland,Alluvium,28.74,61.59,9.67,6.43,5.06,641.3,32.2,142.7,11.73,28.81,54.9,Medium
82.4,1130.6,19.6,3.07,Cropland,Residuum,40.97,38.32,20.72,4.08,5.04,453.2,24.3,155.8,24.79,24.39,40.0,Low
107.2,856.8,25.6,0.28,Forest,Residuum,40.62,44.08,15.3,5.6,5.86,429.1,12.0,117.7,13.65,30.97,38.0,Low
99.0,1381.7,22.4,2.78,Grassland,Glacial Till,40.13,52.85,7.02,4.69,4.38,414.2,16.4,156.1,20.83,29.36,36.6,Low
42.0,850.1,19.7,3.17,Cropland,Loess,32.59,49.27,18.14,5.07,4.86,427.3,36.4,140.9,16.18,25.04,31.2,Low
143.2,1006.2,8.1,13.19,Cropland,Residuum,35.03,45.95,19.03,4.02,5.44,455.2,29.1,149.1,13.96,25.98,49.9,Medium
110.7,1183.1,12.2,5.12,Forest,Loess,34.71,57.02,8.27,6.26,5.29,571.3,11.5,130.9,20.62,29.05,56.5,Medium
83.2,595.4,17.3,1.87,Forest,Glacial Till,29.12,46.24,24.63,5.35,5.35,559.2,21.9,102.2,13.79,26.78,50.9,Medium
91.8,509.8,18.6,3.73,Wetland,Alluvium,38.35,47.1,14.55,5.89,5.47,591.6,26.4,168.8,8.11,26.58,52.1,Medium
62.9,568.6,11.2,0.34,Grassland,Residuum,25.22,58.1,16.68,4.71,5.32,395.7,15.0,115.7,9.4,20.54,34.8,Low
37.2,1265.6,32.0,17.98,Forest,Glacial Till,22.85,53.99,23.16,6.22,4.54,555.3,3.8,123.9,17.83,23.19,34.9,Low
53.4,812.0,27.1,2.23,Cropland,Loess,20.81,63.26,15.94,5.03,5.52,555.1,22.9,106.3,8.61,14.57,34.5,Low
113.7,1589.5,21.6,3.25,Cropland,Residuum,50.18,38.99,10.83,6.33,4.08,555.1,15.3,179.7,22.64,33.71,44.9,Medium
2.2,808.9,18.4,2.19,Grassland,Residuum,21.14,66.82,12.04,6.82,5.06,655.7,18.1,105.5,10.71,22.21,54.9,Medium
17.4,996.1,16.7,5.74,Forest,Residuum,24.24,55.92,19.85,8.38,4.73,748.7,23.7,101.7,20.57,30.39,63.3,High
6.9,1335.5,12.3,5.43,Forest,Residuum,20.85,62.56,16.59,9.97,4.48,928.4,27.8,132.7,14.56,28.91,84.4,High
6.1,1451.5,18.5,6.28,Grassland,Loess,21.49,62.66,15.85,7.54,4.81,713.7,25.1,103.5,21.69,23.87,60.7,High
128.3,1465.4,19.5,1.56,Forest,Residuum,42.96,42.61,14.43,5.59,4.24,484.2,13.5,167.0,21.74,32.71,45.3,Medium
105.5,1252.1,10.5,1.9,Forest,Loess,41.7,34.75,23.56,7.98,5.6,700.5,25.8,174.0,23.46,32.29,62.5,High
71.1,1206.0,20.0,0.67,Wetland,Glacial Till,30.72,55.27,14.01,9.49,5.25,918.6,15.5,127.1,19.61,29.61,74.9,High
14.7,1098.1,17.1,5.33,Cropland,Alluvium,17.24,60.95,21.81,5.81,4.16,501.1,23.3,76.6,12.92,19.24,24.9,Low
73.7,1144.6,6.6,0.2,Forest,Residuum,33.24,55.05,11.71,7.29,5.14,644.2,2.6,204.7,16.28,27.38,55.5,Medium
71.0,812.2,12.8,4.55,Forest,Residuum,26.98,53.8,19.22,6.14,5.68,526.6,22.1,115.4,15.09,22.21,45.4,Medium
26.0,745.5,15.5,10.19,Forest,Loess,15.9,58.67,25.43,7.68,5.56,725.1,34.3,122.1,15.19,24.44,64.5,High
65.1,949.2,29.3,11.07,Forest,Alluvium,29.09,66.05,4.86,5.3,4.43,560.3,11.9,180.4,13.72,25.98,47.6,Medium
59.8,907.5,21.3,2.98,Grassland,Loess,28.92,45.26,25.82,4.8,5.54,545.9,27.4,150.6,13.94,24.66,52.5,Medium
92.4,836.7,10.0,3.07,Cropland,Glacial Till,32.44,56.56,11.0,4.42,5.54,376.7,30.3,130.5,13.15,26.1,48.2,Medium
95.3,1124.1,20.9,0.4,Grassland,Residuum,39.23,44.98,15.79,4.57,4.35,563.4,2.0,151.5,27.11,29.74,26.5,Low
6.8,1188.8,8.7,5.55,Wetland,Glacial Till,17.58,58.32,24.1,11.01,4.29,985.8,29.2,94.4,14.71,26.78,77.1,High
56.2,972.1,24.5,8.61,Cropland,Glacial Till,27.19,53.14,19.67,4.61,5.3,503.4,2.0,148.8,12.86,22.83,43.4,Medium
93.9,1319.4,15.2,1.4,Forest,Alluvium,40.84,42.72,16.44,5.99,4.5,525.4,20.8,173.0,18.7,29.89,56.1,Medium
75.5,664.6,17.4,2.73,Cropland,Alluvium,22.59,61.0,16.41,3.31,5.39,262.5,18.7,101.8,4.08,15.63,11.9,Low
128.5,901.6,26.0,9.13,Wetland,Glacial Till,42.73,54.84,2.43,6.86,5.41,606.9,5.3,138.2,17.57,34.75,55.5,Medium
98.8,770.8,10.3,10.48,Grassland,Glacial Till,27.84,57.51,14.65,5.68,5.09,536.2,37.8,96.7,14.06,20.99,52.4,Medium
24.4,483.4,9.6,1.39,Forest,Alluvium,18.07,60.68,21.25,6.51,5.66,653.2,27.3,134.2,5.79,18.3,54.6,Medium
10.6,929.3,14.5,4.0,Grassland,Alluvium,24.32,50.71,24.98,6.78,5.47,683.9,18.3,126.7,14.02,26.44,53.1,Medium
96.4,919.6,24.2,1.07,Cropland,Alluvium,39.71,51.26,9.03,4.82,5.05,401.6,32.5,160.0,13.14,28.97,34.5,Low
4.0,1328.4,8.9,0.54,Wetland,Glacial Till,24.61,69.41,5.99,11.88,3.97,1069.4,17.0,111.4,15.7,36.3,78.1,High
87.9,1107.7,2.0,12.1,Forest,Alluvium,31.42,50.43,18.14,7.07,4.7,616.2,14.3,103.1,18.61,27.22,38.4,Low
141.0,694.0,15.3,8.59,Cropland,Residuum,42.5,44.37,13.13,2.69,5.02,249.1,2.0,181.6,14.33,26.27,22.6,Low
86.3,1413.5,21.3,7.14,Grassland,Glacial Till,40.7,44.25,15.05,4.52,4.81,416.9,34.2,157.4,27.9,29.17,47.8,Medium
58.2,1255.3,25.2,0.25,Cropland,Alluvium,30.98,50.02,18.99,5.15,4.88,432.7,23.7,158.6,16.11,24.94,32.5,Low
96.5,1095.5,15.2,9.28,Cropland,Loess,32.09,35.88,32.03,5.23,4.43,512.9,25.5,128.8,20.2,23.06,39.5,Low
68.7,893.4,15.5,2.88,Forest,Alluvium,21.8,60.44,17.76,5.72,5.64,679.4,26.0,110.6,14.34,20.98,59.4,Medium
81.8,710.1,24.9,2.1,Forest,Glacial Till,31.14,47.8,21.06,5.33,5.18,476.4,26.5,154.3,13.3,26.89,46.8,Medium
141.2,856.9,6.8,3.95,Cropland,Alluvium,41.99,37.24,20.77,3.47,6.09,303.6,21.1,175.9,17.98,28.84,32.1,Low
57.9,1222.2,15.7,0.48,Wetland,Loess,37.47,53.91,8.62,8.02,5.04,795.8,28.7,174.4,14.59,33.06,75.5,High
144.2,1421.1,19.1,7.07,Forest,Loess,49.97,36.02,14.01,4.33,4.15,377.9,18.9,169.0,29.87,31.08,32.0,Low
135.8,1335.8,20.7,4.37,Cropland,Alluvium,52.28,39.21,8.5,5.7,4.03,581.5,15.4,198.9,24.38,35.17,46.4,Medium
29.4,827.8,14.9,1.03,Grassland,Alluvium,20.07,67.76,12.17,7.03,5.53,625.2,25.4,142.4,11.34,24.35,55.6,Medium
10.4,670.1,18.2,1.04,Forest,Residuum,22.1,49.39,28.51,8.54,5.4,920.9,30.4,118.8,13.29,26.71,77.0,High
15.1,985.2,3.1,1.02,Cropland,Alluvium,20.07,49.77,30.16,7.9,5.07,771.3,27.3,103.2,12.12,19.84,62.9,High
2.7,507.9,14.1,0.29,Grassland,Glacial Till,17.59,61.94,20.47,6.04,6.84,536.7,13.4,141.3,6.36,22.99,68.0,High
